제목,URL,게시자
간호사 취업🧡 자기소개서 이건 알고 써야하지 않겠어?,https://www.youtube.com//watch?v=oVaEZ7AQUbQ&pp=ygUP7J6Q6riw7IaM6rCc7ISc,간준모TV
"학점은행제 학습법 5 참여도(자기소개서, 학업계획서, 강의평가) 꿀팁 대방출ㅣ평생교육 플랫폼, PROSTUDY",https://www.youtube.com//watch?v=s82qktU8J6c&pp=ygUP7J6Q6riw7IaM6rCc7ISc,PROSTUDY
"하이클래스군무원_합격대비 자기소개서, 면접 특강 현장스케치_2022년7월",https://www.youtube.com//watch?v=wXaLO6QKw7A&pp=ygUP7J6Q6riw7IaM6rCc7ISc,하이클래스군무원
자기소개서 2탄,https://www.youtube.com//shorts/9qN6tH5Ep48,레드
자기소개서😊,https://www.youtube.com//shorts/P1TwGq8dVNs,메이
글씨 예쁘게 쓰기 (미니미키 자기소개서♡)🐭미미니키🐠,https://www.youtube.com//shorts/s-2XjW7VOAc,미미니키
기업분석과 자기소개서 작성법. 딥서치 활용,https://www.youtube.com//watch?v=kuKxTqCaQH8&pp=ygUP7J6Q6riw7IaM6rCc7ISc,잡원티드
"(요약본)송파런 대학입시전략 설명회 - 자기소개서,면접,논술(이석록 전 한국외대 입학사정관)",https://www.youtube.com//watch?v=WFCn0Lt9kjU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,송파런
자기소개서!,https://www.youtube.com//shorts/x4zsNdRnD8c,마링
이력서 자기소개서 직무수행계획서 왜 이 순서로 정해져 있을까? 강의 3부,https://www.youtube.com//watch?v=Hn1-sIDadnk&pp=ygUP7J6Q6riw7IaM6rCc7ISc,니맘알아취업연구소
면접 & 자소서에 쓸 경험이 없어요... | #강민혁_자소서 #강민혁_면접,https://www.youtube.com//watch?v=SFA3iXOqoNo&pp=ygUP7J6Q6riw7IaM6rCc7ISc,강민혁
선유 자기소개서 (출처:선유),https://www.youtube.com//shorts/QWoUtWWVfQY,오리선유밖에안보여유❤
아이엠쭌희_지안이와준희가만든자기소개서,https://www.youtube.com//shorts/EPlQDfh3cTs,아이엠쭌희
삼성 취업 지원 AI 자기 소개서 + 돌발 질문,https://www.youtube.com//watch?v=CR29j-y-Ya4&pp=ygUP7J6Q6riw7IaM6rCc7ISc,사람AI
"고입 대입 자기소개서 지도사 과정 맛보기 | 꿈구두교육, #shorts",https://www.youtube.com//shorts/zaFztTz-eww,꿈구두
작성팁! 티웨이항공 객실승무원 자기소개서 (합격자가 알려주는 2023년 채용 자소서 노하우) 지원한 직무에 가장 중요한 역량 이를 갖추기 위해 어떤 노력을 기울였는지,https://www.youtube.com//watch?v=qUoCfqz3im0&pp=ygUP7J6Q6riw7IaM6rCc7ISc,Finding I
[15일자소서완성] '만능 복붙' 자기소개서 - DAY14 (만능 지원동기),https://www.youtube.com//watch?v=lstSGUYwcI4&pp=ygUP7J6Q6riw7IaM6rCc7ISc,면쌤
서울대 연세대 상위권대학 특례 자기소개서,https://www.youtube.com//watch?v=m_Z6TQTmOVU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,김정환
자기 소개서,https://www.youtube.com//shorts/gE4wPdfJjzo,지윤 (다이브!)
자기소개서 ❤️,https://www.youtube.com//shorts/8Qo941iwtEM,크림 몽실
자기소개서 ❤😊 (ABCDEF 빠큐),https://www.youtube.com//shorts/ieKIPhYVk_M,"입장료 구독, 루나냥🤍진냥이 부계"
[JOBS101 177회] 자기소개서 놓치지 않을 거예요 (직무역량/분석편),https://www.youtube.com//watch?v=XcrKai2bwF4&pp=ygUP7J6Q6riw7IaM6rCc7ISc,한국직업방송
"[취업Talk] 라인, 라인플러스 채용으로 알아본 개발자 자기소개서 정답지 #4",https://www.youtube.com//watch?v=jm0W1kqEhu4&pp=ygUP7J6Q6riw7IaM6rCc7ISc,당산스튜디오
자기소개서,https://www.youtube.com//watch?v=FUVR_OreWpo&pp=ygUP7J6Q6riw7IaM6rCc7ISc,밍키와이
"2022년 육군 군무원 논란 종결(자기소개서 공개 여부, 후반기 추가채용 등)",https://www.youtube.com//watch?v=fmbK1FZ9EHU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,빡쿠남 잡(Job)담 
[면쌤특강] 2022 하반기 농협은행 5급 자기소개서 특강 (전문항),https://www.youtube.com//watch?v=cVXLBjMorKc&pp=ygUP7J6Q6riw7IaM6rCc7ISc,면쌤
2023년 지역농협 6급초급 일반관리직 채용 자기소개서 작성 노하우 전격공개! (자소서 실제 샘플을 통해 보여준다),https://www.youtube.com//watch?v=hA75hUDmPBk&pp=ygUP7J6Q6riw7IaM6rCc7ISc,Finding I
'1분자기소개서'  황금룰! 이거면 돼. 믿어봐!,https://www.youtube.com//watch?v=HuYEBB02CJE&pp=ygUP7J6Q6riw7IaM6rCc7ISc,JTL(Job To Life)찰스
"합격하는 자기소개서 잘 쓰는 법! ( 장교, 부사관, 군무원, ROTC, 군장학생, 학사, 3사관학교, 생도, 육군, 해군, 공군, 특전사, 해병대, 예비, 준사관, 면접,시험)",https://www.youtube.com//watch?v=t38N2hJkI0g&pp=ygUP7J6Q6riw7IaM6rCc7ISc,오마이짱쌤
법원행정처 공무직 시설관리원 자기소개서 직무수행계획서 강의 1부,https://www.youtube.com//watch?v=0rzRlL8j-UI&pp=ygUP7J6Q6riw7IaM6rCc7ISc,니맘알아취업연구소
[JOBS101 169회] 자기소개서 놓치지 않을 거예요 (성공/실패 경험편),https://www.youtube.com//watch?v=mSZ5_AV1Q0o&pp=ygUP7J6Q6riw7IaM6rCc7ISc,한국직업방송
자기소개서(질문있으면 댓글을 참고해주세요),https://www.youtube.com//shorts/lwgbIzVb3v8,"이커드의 꿀잼채널(Eg,E커드)"
자기소개서,https://www.youtube.com//shorts/gfD-jvagJc4,워니
자기소개서♡,https://www.youtube.com//shorts/b7Yf3azP6Z8,귀요미공주
국립한밭대 입학사정관과 함께하는 원서접수와 자기소개서 작성 방법 Live✨,https://www.youtube.com//watch?v=L8iIpR3vpG8&pp=ygUP7J6Q6riw7IaM6rCc7ISc,한밭대학교입학본부
"[간호학과 취업] 🏥 간호사 자기소개서-🍑수확편🍑 | Big 8 합격 자기소개서-성장과정, 장단점, 성격, 생활신조, 스트레스 상황, 열정/몰입성",https://www.youtube.com//watch?v=tMYL7q7x29s&pp=ygUP7J6Q6riw7IaM6rCc7ISc,김세븐
[자기소개서 작성 TIP] 과거의 성공 경험으로 미래를 예측하도록 하라 #자소서 #취업 #이직,https://www.youtube.com//watch?v=kXUqvFuP8OU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,이민영TV _Dr.HRD
"면접관도 칭찬하는 자기소개서 작성법!(장교, 부사관, 군무원, 직무수행계획서, 주요업적기술서, 장기복무, 지원동기서, rotc, 학사, 예비, 생도, 사관학교,여군)#shorts",https://www.youtube.com//watch?v=lipDWlIqrqQ&pp=ygUP7J6Q6riw7IaM6rCc7ISc,오마이짱쌤
그리스도인의 자기소개서 | 박성현 전도사 | 05/14/2023,https://www.youtube.com//watch?v=-j0CtGGGIaM&pp=ygUP7J6Q6riw7IaM6rCc7ISc,KCQ 강한용사 + 로뎀
게임회사 자기소개서 포트폴리오 작성법 #넷마블자기소개서 #넥슨자기소개서 #엔씨자기소개서,https://www.youtube.com//watch?v=v5A6NbcXBrg&pp=ygUP7J6Q6riw7IaM6rCc7ISc,게임앤휴먼
자기소개서 작성법 성장배경 학교생활 심화편_취업뽀개기 시리즈3,https://www.youtube.com//watch?v=dH36mQgrIVg&pp=ygUP7J6Q6riw7IaM6rCc7ISc,비공개
다이아 자기소개서,https://www.youtube.com//shorts/85AGj2H0sxw,pastel
시노부 자기소개서💜(정확하지 않을수있음!)@로아☁님에 탬플릿 사용💕,https://www.youtube.com//shorts/mvz9vnzX3M4,달혜 🦋(귀칼 오늘도 덕후중!)
자기소개서_몽글님 영상_슬라임_액괴,https://www.youtube.com//shorts/9Iq2CJTwZ7Q,구름이
자기소개서 작성법 봉사활동 인턴십 취업뽀개기 시리즈 6,https://www.youtube.com//watch?v=UPTmX_9pIQg&pp=ygUP7J6Q6riw7IaM6rCc7ISc,비공개
이력서 자기소개서 직무수행계획서 왜 이 순서로 정해져 있을까? 강의 2부,https://www.youtube.com//watch?v=XVxCTN_eWXA&pp=ygUP7J6Q6riw7IaM6rCc7ISc,니맘알아취업연구소
#초보 자기소개서,https://www.youtube.com//shorts/hsMDbJ1GVF8,류나ధ(전닉:옐하)
인포그래픽 자기소개서,https://www.youtube.com//watch?v=Ke9CKsw6pfI&pp=ygUP7J6Q6riw7IaM6rCc7ISc,은월
'면접관이 쏜다' 자기소개서와 면접 잘보는 방법,https://www.youtube.com//watch?v=ek6MkxYLs9c&pp=ygUP7J6Q6riw7IaM6rCc7ISc,강원도민TV
"자기소개서 혼자준비하기 #.2 (2번문항,경제학과,성균관대학교)",https://www.youtube.com//watch?v=--mweceCZjU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,동네입시컨설팅
(덕성여대) 2023 온라인 입학설명회 - 자기소개서 작성 및 면접준비 안내,https://www.youtube.com//watch?v=98dAA6qqJfk&pp=ygUP7J6Q6riw7IaM6rCc7ISc,덕성여자대학교입학처
[2020.3.20.] 자기소개서 작성법,https://www.youtube.com//watch?v=lbrcoChoGDk&pp=ygUP7J6Q6riw7IaM6rCc7ISc,학끼오TV
경기도 성남시 임기제공무원 힐링스페이스 자기소개서와 직무수행계획서 강의 1부,https://www.youtube.com//watch?v=5EZjdZ8109k&pp=ygUP7J6Q6riw7IaM6rCc7ISc,니맘알아취업연구소
집에서도 할수 있는 2022년 #대입수시(#학종) #자기소개서 작성법 1편 2021 09 06,https://www.youtube.com//watch?v=d11ZikRyaX0&pp=ygUP7J6Q6riw7IaM6rCc7ISc,비공개
소현님 템플릿 자기소개서,https://www.youtube.com//shorts/JcV8jBgavz8,ㅡ.ㅡ
충청남도 임기제공무원 자기소개서 직무수행계획서  강의 1부,https://www.youtube.com//watch?v=GQXeyWdbZbM&pp=ygUP7J6Q6riw7IaM6rCc7ISc,니맘알아취업연구소
"2021 중앙고등학교 온라인 입학 설명회 [자기소개서, 면접]",https://www.youtube.com//watch?v=ARIgjGv_kBw&pp=ygUP7J6Q6riw7IaM6rCc7ISc,중앙고등학교
사랑은 되돌아 오는거야,https://www.youtube.com//shorts/uTVZO_hTRnA,불타는진보청년
자기소개서,https://www.youtube.com//watch?v=l4l3upy8jmc&pp=ygUP7J6Q6riw7IaM6rCc7ISc,홍종혁
합격자소서 작성하기(1. 쓸거리를 미리 준비하자),https://www.youtube.com//watch?v=R1FMfgdJIn0&pp=ygUP7J6Q6riw7IaM6rCc7ISc,서교수가 전하는 대학생활zip
면접관들은 왜 자소서를 안 보고 질문하시는 거죠? (취준공감총회Ep.1),https://www.youtube.com//watch?v=k0icEK_K9ak&pp=ygUP7J6Q6riw7IaM6rCc7ISc,옴스잡스
"대한항공 객실승무원 합격생 만나고, 자기소개서 피드백하고! 바쁘게 지내는 감사한 일상 🍒",https://www.youtube.com//watch?v=eZ-F1yiv5aA&pp=ygUP7J6Q6riw7IaM6rCc7ISc,모드 Mode
"[성공예감 이대호입니다] 1부 풀영상 | 헤지펀드 엘리엇 매니지먼트, 삼성에서 600억 받아 | 사교육업체 세무조사 착수 | 청약통장 사용법 | KBS 230629 방송",https://www.youtube.com//watch?v=_gLa_ITnDcE&pp=ygUP7J6Q6riw7IaM6rCc7ISc,KBS 1라디오
김정우 취업컨설턴트가 알려주는 제약바이오 취준생을 위한 기초강좌 #05,https://www.youtube.com//watch?v=kKVhJd-mBy8&pp=ygUP7J6Q6riw7IaM6rCc7ISc,팜리쿠르트
결국 면접관이 뽑는 합격하는 사람 특징,https://www.youtube.com//watch?v=iRXjvmc0c50&pp=ygUP7J6Q6riw7IaM6rCc7ISc,면접왕 이형
다연의 자기소개서🙈@kim_Lual @ChaeAh._. #루연모액챌._.,https://www.youtube.com//watch?v=NVUGHxx7DT4&pp=ygUP7J6Q6riw7IaM6rCc7ISc,바보 다연몽이당!
조카랑 써보는 2022년 대입 수시 자기소개서 2편 2021 09 07 23,https://www.youtube.com//watch?v=4v0_9nVzBaw&pp=ygUP7J6Q6riw7IaM6rCc7ISc,비공개
면접 대본 다써서 외우는거 아니죠? 키워드로 자연스럽게 말하는 법(feat.경력경쟁면접 최종 합격자 썰) #면접 #면접잘보는법,https://www.youtube.com//watch?v=pUJDZe2RO-g&pp=ygUP7J6Q6riw7IaM6rCc7ISc,한판면접
3년차 변호사가 알려주는 수습/신입 변호사의 현실(연봉/워라밸/취업) | 감정 쓰레기통 EP.10-1 | 법 | 직업 | 예능 | 인터뷰,https://www.youtube.com//watch?v=5oE_sg4baME&pp=ygUP7J6Q6riw7IaM6rCc7ISc,차니쇼
"기아차 킹산직 채용이 얼마 남지 않은 시점, 필수준비 사항#shorts",https://www.youtube.com//shorts/ImGHPKQrY-E,UCG얼티밋커리어그룹
"제이콥 왈 "" 자소서 감은 이렇게 잡는거야 """,https://www.youtube.com//watch?v=Rjq_y-LE1gs&pp=ygUP7J6Q6riw7IaM6rCc7ISc,AND (ft.인싸담당자)
"박지원에 직격탄 ""국정원 좀 팔지마""",https://www.youtube.com//shorts/4uuWoYiOZUQ,윤희숙TV
"오늘 더 나은 하루를 보내는 방법 | 은둔, 고립 청년 | shine on you ep.2",https://www.youtube.com//watch?v=i8qyNcxWJYM&pp=ygUP7J6Q6riw7IaM6rCc7ISc,면접왕 이형
사춘기 딸 순두부로 기분 풀어주기ㅣ토깽이네,https://www.youtube.com//shorts/0rujwdS2QKE,토깽이네
태권히어로 20문답!! #자기소개,https://www.youtube.com//shorts/B7AG-sSgONE,태권히어로
"합격을 부르는 이력서, 이렇게만 쓰면 됩니다! ㅣ 김익한 교수",https://www.youtube.com//watch?v=G383r4-OtbY&pp=ygUP7J6Q6riw7IaM6rCc7ISc,T1530 @ 이랜서
"[#곱도리탕] 이 맛은..?! 아, 으른이라면 이건 못 참지ㄷㄷ 먹는 순간, (영) 해지고 무릎 (탁) 치게 되는 맛🐔 힙지로 찐찐찐 맛집🐮",https://www.youtube.com//watch?v=zxj13XFHBJk&pp=ygUP7J6Q6riw7IaM6rCc7ISc,tvN
미래에셋박현주재단 2023 활동보고영상,https://www.youtube.com//watch?v=XQMExhH6hDM&pp=ygUP7J6Q6riw7IaM6rCc7ISc,미래에셋박현주재단
[중요!]연말이라고 지나치면 당신은 내년을 후회합니다 *재업로드*,https://www.youtube.com//watch?v=zBDpbDTNVEI&pp=ygUP7J6Q6riw7IaM6rCc7ISc,AND (ft.인싸담당자)
취업! 당신이 탈락하는 5가지 이유,https://www.youtube.com//watch?v=6LXV05LORw0&pp=ygUP7J6Q6riw7IaM6rCc7ISc,복지스쿨(진로&실습&취업)
합격자소서 작성하기(2. 자소서 작성의 기초),https://www.youtube.com//watch?v=fF47dPf2bXc&pp=ygUP7J6Q6riw7IaM6rCc7ISc,서교수가 전하는 대학생활zip
아나운서 vlog. 갓생러의 경주 당일치기 | 황리단길 200% 즐기기 포토스팟 왕창! | SBS 자소서 & 드림메이트 모집 마감하고 당일치기로 현실도피| 쉼표는 필요하다,https://www.youtube.com//watch?v=yyWtthsgAA8&pp=ygUP7J6Q6riw7IaM6rCc7ISc,지윤일기Jiyundiary
취업 성공을 위한 이력서 작성 가이드 대공개!,https://www.youtube.com//watch?v=qu2fhO5jwsY&pp=ygUP7J6Q6riw7IaM6rCc7ISc,내일부터 출근
어색한 공간에서 생존하는 법 #간호사,https://www.youtube.com//shorts/Hn6mOt96uSU,요조숙녀 두팔짱
글로벌 6위 한국의 인공지능 기업들의 생존 전략ㅣ2023 Generative AI Asia 요약,https://www.youtube.com//watch?v=rhTwR9vdApQ&pp=ygUP7J6Q6riw7IaM6rCc7ISc,EO 이오
성공의 첩경 '실패이력서 쓰기'. 시행착오로 나다운 삶 찾기. 인생의 교훈. 자기 성장을 위한 최고의 도구. 좌절 극복이 핵심 수단. 공부하는 일상. 목표 과제 재설정.,https://www.youtube.com//watch?v=68NJ6KhLW7E&pp=ygUP7J6Q6riw7IaM6rCc7ISc,김교수의 세 가지
훌라후프 통과 챌린지 가보자규~!! #도전,https://www.youtube.com//shorts/q8EO5VnCWVY,태권히어로
랠릿 개발자 이력서 이벤트 제 2회 라이브방송,https://www.youtube.com//watch?v=mSDjd_hffWY&pp=ygUP7J6Q6riw7IaM6rCc7ISc,개발바닥
"전재산 2,000만원이라면 늦기 전에 반드시 이걸 시작하세요 (실전투자자 김종봉)",https://www.youtube.com//watch?v=KE-t7YpBPlU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,월급쟁이부자들TV
범국민 에너지 절약💡 하루 1kWh 줄이기 공동캠페인 -행동유발 편 하절기-,https://www.youtube.com//watch?v=q3HgHVk5fE4&pp=ygUP7J6Q6riw7IaM6rCc7ISc,한국중부발전
[고x징 합방] 새로온 전학생을 소개합니다~!,https://www.youtube.com//watch?v=G239EUxvl_M&pp=ygUP7J6Q6riw7IaM6rCc7ISc,고세구 GOSEGU
취준생이 가면 안 되는 스타트업 기준,https://www.youtube.com//shorts/qLILaNxArm4,면접왕 이형
고대 수학과 청년이 도박을 하면 생기는 일,https://www.youtube.com//shorts/__NP1-_YM4w,직업의모든것
수술 집도하는 ‘의료기기 영업사원’…버젓이 대리수술 / KBS  2023.06.30.,https://www.youtube.com//watch?v=X07wwSXLWJQ&pp=ygUP7J6Q6riw7IaM6rCc7ISc,KBS News
면접관이 직접 보여주는 면접에서의 솔직함 vs. 멍청함,https://www.youtube.com//watch?v=erh7bPI3hPs&pp=ygUP7J6Q6riw7IaM6rCc7ISc,면접왕 이형
10000로벅스 현질로 서버 1등 할 수 있을까!? ㅋㅋㅋ,https://www.youtube.com//watch?v=edWSdzxbxDU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,백앤아-게임튜브
KOICA Global Supporters #WeKO 5TH Global Audition Begins! Apply now!(~July 6),https://www.youtube.com//watch?v=x622yF9m90s&pp=ygUP7J6Q6riw7IaM6rCc7ISc,코이카 서포터즈 WeKO(KOICA Supporters)
📣 스펙 없는 취준생 주목 ✨ 사소한 경험도 강점이 될 수 있는 이유,https://www.youtube.com//watch?v=Qg_po5cbdXI&pp=ygUP7J6Q6riw7IaM6rCc7ISc,자소서 트레이너
[Vlog #1] 백수가 된 미선짱 | 병원 사무직 퇴사 | 왕복 3시간 출퇴근 지옥 끝 | 갓생살고 싶은 나 | 퇴사 | 백수 | 헬스 | 채그로,https://www.youtube.com//watch?v=hge4oApv9rc&pp=ygUP7J6Q6riw7IaM6rCc7ISc,김미선인데요
성공하고 싶다면 밤마다 2가지를 몰래 즐겨보세요...,https://www.youtube.com//watch?v=VuHAO4Y1csE&pp=ygUP7J6Q6riw7IaM6rCc7ISc,책갈피
자기소개서,https://www.youtube.com//shorts/lY0vbdJyv3M,유콩콩(로블계)
자기 소개서 출처:소소님,https://www.youtube.com//shorts/B_LvifK_KLY,린
편입ㅣ자기소개서 학업계획서,https://www.youtube.com//watch?v=mGQ6egwKUB0&pp=ygUP7J6Q6riw7IaM6rCc7ISc,강의er
자기소개서!,https://www.youtube.com//shorts/LxTVLuWxeKQ,우루💖
곰돌이와 뉴비 자기소개서ioi,https://www.youtube.com//shorts/yIwba7xnT3M,곰돌이와 뉴비
대기업 MD 면접에서 많이 받았던 질문 모음.zip📁 #면접 #취업 #자소서 #면접준비 #면접질문 #취준 #취준생 #면접꿀팁 #자기소개서 #취뽀,https://www.youtube.com//shorts/P95vPBrKRmA,자소서 트레이너
탄지로 자기소개서♡(출처:꿀통TV),https://www.youtube.com//shorts/bVbzrMhdrX0,루루의행복한일상
자기소개서#놀이방 (구독자 애칭 포함),https://www.youtube.com//shorts/DqvaySfoJak,꼬꼬마 프렌즈
일하는 방법을 바꾸는 인공지능: GPT-4와 함께 라면 가장 큰 혜택을 볼 수 있는 10가지 직업,https://www.youtube.com//watch?v=tltpKFWyspQ&pp=ygUP7J6Q6riw7IaM6rCc7ISc,자기계발  LEE TV
합격자소서 작성하기(3. 성장과정 작성),https://www.youtube.com//watch?v=nr9bZb5Th60&pp=ygUP7J6Q6riw7IaM6rCc7ISc,서교수가 전하는 대학생활zip
📝 내 자기 소개서 ✨ 소규모 시리즈 액괴 소시액 소규모 액괴 시리즈 액괴 시액 액시 소규모 액괴 몽글 나 시리즈 자기 소개,https://www.youtube.com//watch?v=8WL6KUGcTq0&pp=ygUP7J6Q6riw7IaM6rCc7ISc,현재
자기소개서 (이범),https://www.youtube.com//shorts/ZjmgLqNi3XY,이범이 숙
자기소개서 작성법 지원동기 취업뽀개기 시리즈 7,https://www.youtube.com//watch?v=BZjx6xN2lw8&pp=ygUP7J6Q6riw7IaM6rCc7ISc,비공개
자기소개서 장점과단점_취업뽀개기 시리즈 4 심화편,https://www.youtube.com//watch?v=5gIGil9TsFY&pp=ygUP7J6Q6riw7IaM6rCc7ISc,비공개
알아두면 쓸모있는 자기소개서 작성법 꿀팁_취업뽀개기 시리즈2,https://www.youtube.com//watch?v=S9UMon0KVs4&pp=ygUP7J6Q6riw7IaM6rCc7ISc,비공개
면접 합격하는 1분 자기소개서 예시 #사냥개들 #우도환 #이상이,https://www.youtube.com//shorts/lPDror9QZ34,1분드라마
연어의 자기소개서,https://www.youtube.com//shorts/Frl1FoDAR_o,연어
자본시장의 더 높은 도약을 위한 핵심전략? 2023 한국거래소 신입채용 자기소개서 문항 풀이!,https://www.youtube.com//watch?v=eHNobuJGmsw&pp=ygUP7J6Q6riw7IaM6rCc7ISc,457 DEEP
자기소개서/ 머찌님 템플릿 /구독/2000명 가즈아,https://www.youtube.com//shorts/-AIGsCvJadM,디너우 dinnerWoo
한수진 대입 브런치 | 폐지된 자소서로 서류 경쟁력 높이기 1 | 수시 대입 상담 방송 1848회 | 2023년 7월 4일 (화),https://www.youtube.com//watch?v=pRlPTFO7Myo&pp=ygUP7J6Q6riw7IaM6rCc7ISc,대입멘토 한수진
템플릿 출처 로아님 자기소개서,https://www.youtube.com//shorts/LFQl5--3lbA,시현
다연이 자기소개서,https://www.youtube.com//shorts/py_6a9NkZBE,김다연
2만원 때문에 친구 손절했어,https://www.youtube.com//shorts/7N6ZAeTrMBA,우리들의 이야기
[학교사회복지사 정보공유📌] 지역사회교육전문가&학교사회복지사 (계약직)자기소개서 공개😎(Feat. 쀼민갱 근황토크),https://www.youtube.com//watch?v=xtNBGdF0wW4&pp=ygUP7J6Q6riw7IaM6rCc7ISc,쀼민갱
산업 분석 자료집 배포 및 사용 방법,https://www.youtube.com//watch?v=nEKsb_RXNlw&pp=ygUP7J6Q6riw7IaM6rCc7ISc,강민혁
탑티어 명문대 합격생이 알려주는 SOP/Personal Statement/영문 자소서 쓰는법 | 내가 했던 치명적 실수들 | 유학준비,https://www.youtube.com//watch?v=uJdc3UNTEfM&pp=ygUP7J6Q6riw7IaM6rCc7ISc,보석티비[BOSEOKTV]
면접Tip (2)첫인상,https://www.youtube.com//shorts/NqpfxjHrp_M,복지스쿨(진로&실습&취업)
여러분 스펙이 과연 중요할까요?,https://www.youtube.com//shorts/4IuxXkopiS8,커리어브릿지
[특례입시#126] 12년 특례 출신 고등학교에 따른 대학 입시 준비 전략 / 초중고 전교육과정 해외이수 / 12특 / 재외국민 특별전형,https://www.youtube.com//watch?v=WCoRuhtqAYo&pp=ygUP7J6Q6riw7IaM6rCc7ISc,옹글리쉬
양파자기소개서 #자기소개 #내이름내나이내최애색깔 #그림 #낙서,https://www.youtube.com//shorts/V1PG96urAi0,양파맛양파
김 씨의 자기소개서,https://www.youtube.com//shorts/WZ8U8vNcvL4,김 씨
컨설팅이야기,https://www.youtube.com//watch?v=-dz2hu2wT5k&pp=ygUP7J6Q6riw7IaM6rCc7ISc,커리어성장! (주)오픈소스잡
면접Tip (4)근거있는 자신감,https://www.youtube.com//shorts/MkXktDf1ccg,복지스쿨(진로&실습&취업)
면접Tip (3)면접실 태도,https://www.youtube.com//shorts/gh0fw6P7LVQ,복지스쿨(진로&실습&취업)
(주)오픈소스잡 취업방송,https://www.youtube.com//watch?v=sjJs7sWOajU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,커리어성장! (주)오픈소스잡
경희대 편입후기🏛 | 노베이스 최초합의 편입영어 총망라📚| 과목&분기별 공부 전략 | 토익&자소서 | 모의고사 성적공개 | 학은제 꿀팁 | 8관왕👑,https://www.youtube.com//watch?v=oaQlFZ8wtQc&pp=ygUP7J6Q6riw7IaM6rCc7ISc,지율주행 Jiyul Drive
부모님이 이혼했습니다. #군면접 #3사관학교면접 #군무원면접 #부사관면접,https://www.youtube.com//watch?v=mlBeUewGVnQ&pp=ygUP7J6Q6riw7IaM6rCc7ISc,군뜨
"면접 복기본을 무료로 피드백 해드립니다 (국민건강보험공단, 건강보험심사평가원, 서울교통공사, 한국수력원자력 등)",https://www.youtube.com//watch?v=_s6iNvI51VE&pp=ygUP7J6Q6riw7IaM6rCc7ISc,공기업 합격의 바른길잡이 멘토 호랭몬
"제 1회 얼라이브 네이션 송캠프를 실시합니다. (비트 메이커, 탑라이너, 작사가 지망생들 모이세요)",https://www.youtube.com//watch?v=huLTToCcRAc&pp=ygUP7J6Q6riw7IaM6rCc7ISc,투챔프 2CHAMP
맛있는스피치여름방학 체험전,https://www.youtube.com//shorts/tuEIDcy71Q0,스피치브레인 맛있는스피치
2023 여성노인일자리한마당 스케치영상,https://www.youtube.com//watch?v=VJYM3FQRygg&pp=ygUP7J6Q6riw7IaM6rCc7ISc,인천광역시노인인력개발센터_인노인TV
흔한 남매 책3,https://www.youtube.com//shorts/T04TK5-Qw-M,도동도동tv
기술보증기금 신입직원 자소서 작성법,https://www.youtube.com//watch?v=U05g41XGnXE&pp=ygUP7J6Q6riw7IaM6rCc7ISc,취업마스터
[김영편입/김영플러스 강남] 여름방학 시작해서 5개월 준비로 편입 6관왕 달성!!! 중앙대학교 최초합 비결은??? | 합격생 인터뷰,https://www.youtube.com//watch?v=Xhjhk-n0vxg&pp=ygUP7J6Q6riw7IaM6rCc7ISc,김플 강남TV
지갑 조심하세요 😂 #사업 #자수성가 #자기계발 #무자본창업 #부자 #스마트스토어 #마케팅,https://www.youtube.com//shorts/yCZa4JRc8O0,스프맨 - Started from the 맨땅
신용보증기금 청년인턴 자소서 작성법,https://www.youtube.com//watch?v=xX7xAyKLQ0c&pp=ygUP7J6Q6riw7IaM6rCc7ISc,취업마스터
아웃도어 룩에 찰떡,https://www.youtube.com//watch?v=1xeuYyGs0bA&pp=ygUP7J6Q6riw7IaM6rCc7ISc,PARAFFIN
"[나는솔로 15기] 랜덤데이트 나비효과, 순자의 기회 _ 103화 감상평, 리뷰 3편",https://www.youtube.com//watch?v=8zL8qtRO0VI&pp=ygUP7J6Q6riw7IaM6rCc7ISc,과몰입선생
"20230706  이동관 특보의 언론장악, 이제는 대통령이 해명할 때입니다.",https://www.youtube.com//watch?v=AMfv_fdlD5k&pp=ygUP7J6Q6riw7IaM6rCc7ISc,뉴스공단
한국가스안전공사 체험형 청년인턴 자소서 작성법,https://www.youtube.com//watch?v=CDqUuypv1hI&pp=ygUP7J6Q6riw7IaM6rCc7ISc,취업마스터
코랄로(KORALO) - 자소서(CV),https://www.youtube.com//watch?v=1BpdfZRPyjU&pp=ygUP7J6Q6riw7IaM6rCc7ISc,코랄로 KORALO
[3분 자소서] 입사 후 새로운 환경에서 어떻게 적응해 나갈지 서술하여 주십시오.,https://www.youtube.com//watch?v=LDT2HmcmWBg&pp=ygUP7J6Q6riw7IaM6rCc7ISc,와이즈공방
자기관리 - 어떤 마인드로 성공했는가? 천재적인 축구선수 네이마르 명언#shorts,https://www.youtube.com//watch?v=N2CyHnwUzYM&pp=ygUP7J6Q6riw7IaM6rCc7ISc,알아서척척 자기개발원(願)
